Kategorija,id,Naslov,Ogledi,Glasovi,Število odgovorov,Ima sprejet odgovor,Avtor,Čas objave
unanswered,2330898,Philosophy behind Riesz–Markov–Kakutani representation theorem,393,7,0,False,Guy Fsone,"Dec 2, 2017 at 14:51"
unanswered,2329858,"Theorem 6.15 in Baby Rudin: If $a&lt;s&lt;b$, $f$ is bounded on $[a,b]$, $f$ is continuous at $s$, and $\alpha(x)=I(x-s)$, then . . .",1519,7,0,False,Saaqib Mahmood,"Jun 20, 2017 at 13:59"
unanswered,2328460,&quot;many numbers to describe the proof of the fact that A is isomorphic to itself&quot;,172,7,0,False,Andr&#233;s E. Caicedo,"Jun 22, 2017 at 13:44"
unanswered,2327382,"Theorem 6.12 (e) in Baby Rudin: If $f \in \mathscr{R}\left(\alpha_1\right)$ and $f \in \mathscr{R}\left(\alpha_2\right)$, then $\ldots$",750,7,0,False,Saaqib Mahmood,"Jul 12, 2017 at 15:44"
unanswered,2326658,A wrong proof for an (evident) lemma,197,7,0,False,,"Jun 17, 2017 at 21:28"
unanswered,2325095,Going Through Yellows,112,7,1,False,Ethan Bolker,"Jun 16, 2017 at 15:04"
unanswered,2319347,How to find such an isotropic space?,378,7,0,False,Johnny,"Jun 23, 2017 at 2:49"
unanswered,2318906,Universal algebraic geometry,295,7,0,False,E. Joseph,"Jun 11, 2017 at 20:06"
unanswered,2313797,Is the space of $C^k$ submanifolds a Banach manifold,358,7,0,False,Amitai Yuval,"Jun 7, 2017 at 18:07"
unanswered,2305193,A generalization of the Euler-Mascheroni constant,275,7,0,False,Kamal Saleh,"Dec 7, 2022 at 3:54"
unanswered,2300306,Stability of point spectrum,184,7,1,False,Markus,"Jun 12, 2017 at 13:10"
unanswered,2296680,Sum over solutions of a Pell-like equation,98,7,0,False,user149719,"May 25, 2017 at 18:44"
unanswered,2295505,Is this closed form correct $\int_{0}^{\pi/2}\cos^2\left(\cos^2\left({x\over \pi}\right)\right)\mathrm dx=\gamma?$,209,7,0,False,,"May 24, 2017 at 21:58"
unanswered,2291934,Show that a set is not countable using diagonalization argument,157,7,1,False,,"May 22, 2017 at 16:48"
unanswered,2291627,How to prove or falsify this inequality?,321,7,0,False,BAI,"May 22, 2017 at 7:11"
unanswered,2287863,Does $e^{X} e^{Y} = e^{X + Y}$ imply that the operators $X$ and $Y$ commute?,353,7,0,False,user296113,"May 19, 2017 at 14:49"
unanswered,2287470,Sequence whose translations contain a bounded amount of primes,101,7,0,False,Alessandro Codenotti,"Jun 13, 2017 at 8:51"
unanswered,2287229,"Define $\rho(f,g):=\int \frac{|f-g|}{1+|f+g|}d\mu.$. Show that $f_{n}\rightarrow f$ in measure $\Longrightarrow$ $\rho(f_{n},f)\rightarrow 0$.",1404,7,0,False,Diego Fonseca,"May 19, 2017 at 0:53"
unanswered,2286735,Question about the proof of General Sobolev Inequality in P.D.E. by Evan,1389,7,0,False,HSea12345n,"May 18, 2017 at 17:36"
unanswered,2284686,When does a 2D metric have a 3D-surface representation?,455,7,0,False,Doubt,"May 24, 2017 at 1:38"
unanswered,2281945,"What mathematics cannot be done in proof assitants (Isabelle/HOL, HOL) and how proof assistants should be improved?",263,7,0,False,Smylic,"May 15, 2017 at 22:53"
unanswered,2275645,Broken stick game,199,7,0,False,Parcly Taxel,"May 11, 2017 at 4:05"
unanswered,2275164,Truncated taylor series inequality,363,7,1,False,Stephen Montgomery-Smith,"Jun 3, 2017 at 0:23"
unanswered,2265850,Implications of inequalities,428,7,0,False,Star,"May 12, 2017 at 18:53"
unanswered,2260361,Identically vanishing polynomials in infinite commutative rings,219,7,1,False,Matem&#225;ticos Chibchas,"May 1, 2017 at 18:25"
unanswered,2258170,Using contour line integrals to prove identities,152,7,0,False,Ѕᴀᴀᴅ,"Feb 11, 2018 at 5:19"
unanswered,2257782,Expectation of maximum of minimums of permutations,275,7,0,False,otmar,"Apr 30, 2017 at 8:37"
unanswered,2250716,Volume $2$ of Geometric Nonlinear Functional Analysis?,355,7,0,False,Idonknow,"Apr 25, 2017 at 1:07"
unanswered,2247039,Angles of a known 3d vector,18817,7,0,False,Laurent Crivello,"Apr 22, 2017 at 20:03"
unanswered,2235898,Fibonaccis and prime numbers,181,7,0,False,ComptonScattering,"Apr 16, 2017 at 20:06"
unanswered,2235253,"Which (3,1)-tensors with the symmetry properties of the Riemann curvature tensor, arise as the actual curvature tensor of a metric?",547,7,0,False,Latimer Leviosa,"Apr 15, 2017 at 12:03"
unanswered,2234853,What would be the concept of &quot;Infinite Dimension Orientability&quot;?,225,7,0,False,Derso,"Apr 15, 2017 at 2:48"
unanswered,2232959,Witt algebra as infinitesimal symmetries of the diffeomorphism group of the circle?,374,7,0,False,Andrews,"Mar 3, 2019 at 17:05"
unanswered,2232950,"What is the relation between the determinant of the adjoint representation, and volume or eigenvalues?",459,7,0,False,The way of life,"Apr 22, 2017 at 18:33"
unanswered,2212309,Maximum of independent beta random variables.,813,7,0,False,,"Mar 31, 2017 at 22:47"
unanswered,2200840,Can basis of kernel be extended to a Jordan basis?,202,7,2,False,Sungjin Kim,"Sep 10, 2023 at 19:36"
unanswered,2198256,Does this infinite isohedron with the surface topology of the gyroid have a name?,1127,7,0,False,DPKR,"Mar 22, 2017 at 15:06"
unanswered,2190247,Is there a proof of $|Aut(E/F)| \leq [E:F]$ using linear algebra?,312,7,0,False,Andreas Caranti,"Mar 18, 2017 at 15:58"
unanswered,2189472,Applications of Atiyah Singer Index Theorem,433,7,0,False,happymath,"Apr 1, 2017 at 9:21"
unanswered,2178346,Prove that $\sum\limits_{cyc}\frac{a}{a^2+ab+b^2+3}\leq\frac{1}{2}$,533,7,3,False,Michael Rozenberg,"Sep 3, 2019 at 14:42"
unanswered,2178274,How can I find the monodromy of a cyclic galois cover of the affine line minus a few points?,143,7,0,False,54321user,"Apr 12, 2017 at 5:08"
unanswered,2167999,Algebra question on gre: $21+x^2 +(x+1)+16+22+17+x = 100$%,184,7,0,False,YuiTo Cheng,"Aug 3, 2020 at 14:43"
unanswered,2165621,Determinant of a $2\times 2$ real matrix when an eigenvalue is given,128,7,0,False,Brian Fitzpatrick,"May 28, 2024 at 3:02"
unanswered,2165583,Green Solution to Laplace Equation with Robin Boundary Conditions,774,7,0,False,Manuel Pena,"Mar 20, 2019 at 18:48"
unanswered,2164407,On the theorem of the cube and the semicontinuity theorem: intuition for proof of proposition?,260,7,0,False,,"Mar 14, 2017 at 17:22"
unanswered,2160301,Roots of a canonical line bundle on a compact Riemann surface,1031,7,0,False,Moishe Kohan,"Feb 26, 2017 at 10:19"
unanswered,2155855,Explain approximate lines in graph of this function,151,7,0,False,Anon,"Feb 22, 2017 at 21:50"
unanswered,2152413,are all vectors position vectors?,489,7,0,False,MathLearner,"Feb 20, 2017 at 4:02"
unanswered,2150656,How to find a good strategy for tackling change of variables in multivariable calculus,2634,7,0,False,Germ,"Feb 18, 2017 at 22:06"
unanswered,2145404,The $\gcd$ operator commutes with functions defined by linear recurrence relations,194,7,0,False,,"Feb 15, 2017 at 16:17"
unanswered,2144665,perimeter of ellipse,262,7,0,False,,"Sep 25, 2021 at 9:50"
unanswered,2144069,Complement of a divisor in an affine scheme,237,7,0,False,bog,"Feb 14, 2017 at 14:22"
unanswered,2142706,Where can I find precise examples of ramified coverings of $\mathbb{C}P^1$?,198,7,0,False,Andrey Ryabichev,"Feb 26, 2017 at 14:49"
unanswered,2137163,Events A and B are independent such that $P(A)=6P(B)$,187,7,0,False,Killercamin,"Feb 9, 2017 at 20:33"
unanswered,2135888,Intuition behind the change of basis matrix,803,7,0,False,youngsmasher,"Feb 13, 2017 at 3:14"
unanswered,2133633,Are Differential Structure of a Complex Number and its Field Structure Independent?,113,7,0,False,J1U,"Feb 7, 2017 at 17:59"
unanswered,2131594,"If locally convex topologies exhibit the same dual spaces, do they exhibit the same continuous linear operators?",623,7,0,False,,"Mar 29, 2017 at 9:23"
unanswered,2130780,What&#39;s the function poly() ??,4033,7,0,False,mallea,"Feb 5, 2017 at 20:06"
unanswered,2127731,About linearity in Hahn-Banach extension under strict-convex hypothesis,299,7,1,False,supinf,"Jun 15, 2018 at 15:37"
unanswered,2115552,Faithful left adjoints,332,7,0,False,Sergio,"Jan 27, 2017 at 13:31"
unanswered,2115158,"Prove there are infinitely many integer solutions to $z^z = y^y x^x$ for with $x,y,z &gt; 1$",99,7,0,False,123454321,"Jan 26, 2017 at 16:00"
unanswered,2109655,Intuition behind why the expected time of first return is infinite for symmetric random walk?,3579,7,0,False,Ka Wa Yip,"Jan 23, 2017 at 1:02"
unanswered,2106303,Does the reciprocal of a polynomial define a tempered distribution when it is locally integrable?,433,7,0,False,,"Jan 25, 2017 at 18:49"
unanswered,2090506,"Smallest number $N$, such that $\sqrt{N}-\lfloor\sqrt{N}\rfloor$ has a given continued fraction sequence",80,7,0,False,Peter,"Jan 9, 2017 at 16:32"
unanswered,2088345,Mean square density loss when removing the exceptional set of a graph equipartition,105,7,0,False,,"Jan 10, 2017 at 6:41"
unanswered,2087946,$\mathbb{Z}_m$ as a $\mathbb{Z}_n$-module,160,7,0,False,,"Oct 11, 2017 at 16:56"
unanswered,2086455,A function such that any solution to the Cauchy problem has no entire solution in $\mathbb{R}^2$,243,7,0,False,,"Jan 22, 2017 at 5:17"
unanswered,2079079,Relationships between the field of meromorphic functions and the fundamental group,188,7,0,False,Michael Hardy,"Jan 1, 2017 at 5:16"
unanswered,2078365,Non-probabilistic analogue of the Second Borel-Cantelli lemma,383,7,0,False,BCLC,"Apr 12, 2018 at 5:40"
unanswered,2077830,Prove that $ \inf_{-1 &lt; x&lt; 1}|f^{k}| \leq \frac{2^{k(k+1)/2}k^k}{\lambda^k} $ for $|f_{-1 &lt; x &lt; 1}(x)| \leq 1$ and $\lambda$ is length of $x_1 - x_0$,348,7,1,False,张Adam,Feb 27 at 22:50
unanswered,2075006,Sequential square packings,360,7,0,False,Zsb&#225;n Ambrus,"Dec 7, 2020 at 18:33"
unanswered,2074751,Looking for stationary points of the nonlinear recurrence $x = {\rm e}^{\jmath \alpha x}$,131,7,0,False,Mark McClure,"May 5, 2019 at 12:16"
unanswered,2061512,definite integral of elliptic integral of first kind,324,7,0,False,ausserle,"Dec 26, 2016 at 18:09"
unanswered,2055083,Numerical integration of $\int_0^{2\pi}\frac{dx}{3+\sin x}$,280,7,0,False,W. Zhu,"Dec 12, 2016 at 12:35"
unanswered,2050491,Trigonometric Relation,271,7,0,False,Israel Meireles Chrisostomo,"Dec 24, 2016 at 2:59"
unanswered,2042839,Solutions to the diophantine equation $x^n-2y^n=1$. Can the sum of the first $n$ squares be a perfect power?,460,7,0,False,,"Dec 6, 2016 at 13:15"
unanswered,2037311,"Finding the roots, with multiplicity, of a polynomial with compound angle formula",491,7,2,False,,"Nov 30, 2016 at 16:59"
unanswered,2034553,Importance of the Cup Product in Topology?,204,7,0,False,Eric Wofsey,"Jul 8, 2019 at 4:30"
unanswered,2032381,Fundamental Group of a Quotient of an Annulus,527,7,0,False,Nico,"Nov 27, 2016 at 2:48"
unanswered,2020869,Inverse of almost diagonal matrixes,1057,7,0,False,pandreyanov,"Nov 19, 2016 at 17:06"
unanswered,2017452,"$f-1$, $f$, $f+1$ cannot be all square",175,7,0,False,dkaeae,"Nov 16, 2016 at 21:53"
unanswered,2014146,Is there a constructive proof that a Euclidean domain is a UFD?,799,7,0,False,Mark Meckes,"Nov 15, 2016 at 15:25"
unanswered,2006420,Motivation behind stochastic PDEs,675,7,0,False,,"Mar 19, 2018 at 0:22"
unanswered,2004492,Real representations of Lie groups,140,7,0,False,ಠ_ಠ,"Nov 8, 2016 at 2:55"
unanswered,2001674,About exterior(interior) sphere condition,3827,7,0,False,Ray,"Aug 21, 2023 at 2:37"
unanswered,1999796,Constructing a nearly 0 stochastic process or stopping times,75,7,0,False,Rombaldo Meniscus,"Nov 4, 2016 at 22:25"
unanswered,1998177,Is there a way to calculate $ \sum_{k=0}^{n}\sin({2^kx})$?,300,7,0,False,,"Jun 20, 2022 at 16:32"
unanswered,1992497,"If every $0$ digit in the expansion of $\sqrt{2}$ in base $10$ is replaced with $1$, is the resulting sequence eventually periodic?",123,7,0,False,Watson,"Nov 1, 2016 at 9:20"
unanswered,1989748,Accurate $\zeta(s)$ integral identities for $\sum_\limits{n=2}^{\infty}\frac{1}{n^{s}\sqrt{\ln{n}}}$,178,7,0,False,,"Jan 13, 2017 at 4:51"
unanswered,1986938,Subdividing regular pentagon into six congruent pieces,534,7,0,False,Per Alexandersson,"Oct 27, 2016 at 1:22"
unanswered,1977226,Extension of scalars functor essentially surjective.,226,7,0,False,user26857,"Oct 20, 2016 at 19:32"
unanswered,1976613,Showing product of normal varieties is normal,570,7,0,False,,"Oct 20, 2016 at 13:09"
unanswered,1970094,What is a nonnegative complex number?,1191,7,0,False,An old man in the sea.,"Oct 15, 2016 at 21:21"
unanswered,1962904,Determinant of Matrix is Not Zero (combinatorial proof?),439,7,0,False,darij grinberg,"Nov 15, 2016 at 18:36"
unanswered,1962851,Poincar&#233; and set theory,1606,7,0,False,zyx,"Oct 13, 2016 at 19:40"
unanswered,1952648,The period of decimal expansion of $1/m$,255,7,0,False,Oiler,"Oct 3, 2016 at 22:35"
unanswered,1952156,"$k[[X_1,\ldots,X_n]]$ is UFD for $k$ field",960,7,0,False,user26857,"Oct 3, 2016 at 15:47"
unanswered,1948232,Areas of research / interest in Banach space theory today.,864,7,0,False,Jeremy Jeffrey James,"Sep 30, 2016 at 16:31"
unanswered,1945852,Motivations for the axioms of Galois category,218,7,0,False,tttbase,"Jan 12, 2017 at 19:33"
unanswered,1938770,Showing that a function is discontinuous,164,7,0,False,Another User,"Nov 11, 2022 at 17:34"
unanswered,1930682,Finite-dimensional algebras which do not satisfy Wedderburn&#39;s principal theorem,337,7,0,False,Pierre-Guy Plamondon,"Sep 17, 2016 at 19:39"
unanswered,1930471,"Irreducible polynomial such that its roots satisfy a given relation $x_3 = f(x_1,x_2)$",331,7,0,False,,"Oct 24, 2016 at 16:40"
unanswered,1915364,"Supposing joint normality, is a pair of asymptotically uncorrelated sequences also asymptotically independent?",294,7,0,False,Clarinetist,"Dec 21, 2016 at 14:44"
unanswered,1914447,Which mathematical writers have a style similar to Vladimir Arnold&#39;s?,466,7,0,False,Mike Pierce,"Sep 4, 2016 at 17:49"
unanswered,1913867,Does $A$ have any special status as an $\mathrm{End}(A)$ module?,121,7,0,False,user26857,"Sep 4, 2016 at 7:07"
unanswered,1907730,Explicit construction of first derived functors.,208,7,0,False,Sonner,"Aug 30, 2016 at 7:25"
unanswered,1906941,"Perturbation theory for least squares for very different A, b",610,7,0,False,Y. S.,"Aug 29, 2016 at 2:04"
unanswered,1903377,Linearization which is a Sturm-Liouville problem: Stability questions,231,7,0,False,mathfemi,"Aug 27, 2016 at 20:28"
unanswered,1895654,Defining a trace-class operator with a Bochner integral,306,7,0,False,,"Mar 23, 2017 at 4:19"
unanswered,1893480,Irreducibility of a family of polynomials coming from Fibonacci polynomials,229,7,0,False,Cheerful Parsnip,"Aug 18, 2016 at 3:08"
unanswered,1891713,Is it possible to obtain a torus by gluing 2 M&#246;bius bands?,1301,7,0,False,Jean Winget-Gibson,"Mar 24, 2020 at 18:41"
unanswered,1883790,Is every ideal class represented by a prime?,807,7,0,False,CCC,"Aug 5, 2016 at 21:24"
unanswered,1873364,Geometry Of Unitary Transformations,628,7,0,False,M.B.,"Jul 27, 2016 at 23:49"
unanswered,1872632,Iterating three tangent circles using Malfatti Circles,249,7,0,False,Yuriy S,"Jul 27, 2016 at 9:56"
unanswered,1872267,Topology on function space between smooth manifolds,516,7,0,False,whippedcream,"Jul 27, 2016 at 0:25"
unanswered,1863603,"Decomposition of An Induced Representation of $GL(2, q)$",243,7,0,False,Secret Math,"Jul 28, 2016 at 16:27"
unanswered,1863179,"How to find number of integral solutions, containing large number of cases?",158,7,1,False,Henry,"Feb 1, 2022 at 22:52"
unanswered,1852551,Geometric basis for the real numbers,729,7,0,False,G. Gerla,"Oct 25, 2018 at 19:49"
unanswered,1850251,When is the contraction of a maximal ideal still maximal?,987,7,0,False,D_S,"Jul 5, 2016 at 21:30"
unanswered,1846709,Obvious application of internal category theory outside from topoi,137,7,0,False,Stefan Perko,"Jul 2, 2016 at 10:47"
unanswered,1845318,"When is the polynomial $\prod\limits_{i=1}^n\,\left(x-a_i\right)+1$ reducible in $\mathbb{Z}[x]$?",426,7,0,False,,"Jul 3, 2016 at 12:59"
unanswered,1837079,Simplifying Trace of a Matrix Expression ${\rm Tr} \left( (I- D^{-1} BA^2) B (I- D^{-1} BA^2)^T \right)$,248,7,1,False,RobPratt,"Jan 26, 2024 at 20:33"
unanswered,1835628,Maximal ideals in the ring of measurable functions,134,7,0,False,p Groups,"Jun 22, 2016 at 11:18"
unanswered,1828794,Points with power distances,319,7,0,False,Ed Pegg,"Jun 16, 2016 at 19:55"
unanswered,1828352,Optimal decomposition of discrete function into sum of factorised terms,375,7,0,False,akxlr,"Jun 24, 2016 at 15:07"
unanswered,1825100,Example of Hilbert space non isomorphic to $L2$,1017,7,0,False,Jan,"Jun 13, 2016 at 22:36"
unanswered,1822918,Questions on J. F. Nash&#39;s answer about his errors in the proof of embedding theorem,388,7,0,False,Caleb Stanford,"Aug 24, 2016 at 19:21"
unanswered,1821067,Why are symplectic manifolds and Riemannian manifolds so different?,2017,7,0,False,Dietrich Burde,"Jun 10, 2016 at 18:15"
unanswered,1818962,Inequality for L&#233;vy SDE,231,7,0,False,parsiad,"Jun 18, 2016 at 17:36"
unanswered,1802578,Galois group of extension generated by all cubic roots,146,7,0,False,Watson,"May 28, 2016 at 21:03"
unanswered,1801365,Help with integral from Boltzmann equation,307,7,0,False,Vlad,"Jun 5, 2016 at 0:36"
unanswered,1794065,Partitioning positive integers using digital rivers,472,7,0,False,,"Feb 26, 2020 at 12:57"
unanswered,1790071,Central limit theorem for perfect matching counts,195,7,0,False,Andrew Uzzell,"Apr 24, 2023 at 12:14"
unanswered,1779916,Transfinite composition,627,7,0,False,Stefano Nicotra,"May 10, 2016 at 19:00"
unanswered,1776002,Linear independence of roots,374,7,0,False,Cyclicduck,"May 8, 2016 at 1:04"
unanswered,1774693,An equality in the proof of Proposition 3 of Section 2.7 of Pierre Samuel&#39;s Algebraic Theory of Numbers,138,7,0,False,,"May 7, 2016 at 22:40"
unanswered,1772724,Understanding a medieval approximation,273,7,0,False,msh210,"Jun 30, 2017 at 6:18"
unanswered,1772189,Parametric surfaces in Riemannian manifolds,276,7,0,False,Irddo,"May 5, 2016 at 3:29"
unanswered,1771805,When does a splitting field of a polynomial have the same degree as the polynomial?,1127,7,0,False,,"Jun 21, 2017 at 11:33"
unanswered,1763853,"For which $s$ is defined $\frac{1}{\zeta(s)}\sum_{n=1}^\infty\frac{n}{ \left( \zeta(s) \right) ^n}$, where $\zeta(s)$ is the Riemann Zeta function?",279,7,0,False,Klangen,"Jul 9, 2018 at 9:05"
unanswered,1762404,"A possible norm on a subspace of $C^\infty([0,1])$?",263,7,1,False,,"May 4, 2016 at 3:47"
unanswered,1756833,On describing a sort of &quot;well-behaved&quot; subgroups of a free abelian group.,134,7,0,False,Censi LI,"Jun 30, 2016 at 19:00"
unanswered,1752557,Definable subset of the additive theory of integers,138,7,0,False,Bj&#246;rn Friedrich,"Apr 29, 2016 at 21:18"
unanswered,1749267,Brownian Motion hitting time is finite yet has infinite expectation?,5558,7,0,False,Did,"Apr 19, 2016 at 7:01"
unanswered,1745391,Derivation of a stochastic Navier-Stokes equation with multiplicative noise,352,7,0,False,0xbadf00d,"Apr 18, 2016 at 21:50"
unanswered,1742588,"If $K\cap\Bbb Q^{\text{cycl}}=\Bbb Q(\zeta_m)$ and $K/\Bbb Q$ Galois, then $\text{Gal}(K(\zeta_n)/K)\cong\text{Gal}(\Bbb Q(\zeta_n)/\Bbb Q(\zeta_m))$",629,7,0,False,terrace,"Apr 14, 2016 at 19:53"
unanswered,1732077,Relationship between eigenvectors of correlation and covariance matrices,1267,7,0,False,,"Jun 13, 2018 at 6:03"
unanswered,1728372,Do the level sets of a constant rank map give a foliation of the domain?,733,7,0,False,,"Apr 5, 2016 at 2:33"
unanswered,1722943,prove uniqueness from orthogonality relation,230,7,0,False,Vlad,"Apr 11, 2016 at 7:49"
unanswered,1714198,Eisenstein&#39;s criterion for two variables,526,7,0,False,Watson,"Mar 26, 2016 at 12:53"
unanswered,1709639,What is Complex Analysis? Why is it accompanied by Linear Algebra?,1794,7,1,False,,Apr 7 at 15:04
unanswered,1707510,Support of an effective Cartier vs Weil divisor,926,7,0,False,mez,"Mar 21, 2016 at 19:39"
unanswered,1704245,Completeness of Total Space of Fibration,79,7,0,False,Rachmaninoff,"Mar 19, 2016 at 12:21"
unanswered,1703248,Does the Closed Graph Theorem follow from Banach-Steinhaus?,712,7,0,False,David C. Ullrich,"Mar 18, 2016 at 16:16"
unanswered,1699532,Intersection of Algebraic Geometry and Algebraic Topology,1508,7,0,False,,"Apr 30, 2021 at 8:02"
unanswered,1696117,Galois automorphism and linear independence,472,7,0,False,user1327,"Mar 13, 2016 at 20:25"
unanswered,1691370,Solving two electron integral,806,7,0,False,pH13 - Yet another Philipp,"Mar 10, 2016 at 9:36"
unanswered,1685515,Duistermaat &amp; Kolk&#39;s lost chapters on Lie groups,422,7,0,False,Spenser,"Mar 11, 2016 at 13:51"
unanswered,1677400,Asymptotics for solutions of a version of Lienard&#39;s differential equation,207,7,0,False,,"Mar 6, 2016 at 16:04"
unanswered,1667987,Are Hartshorne&#39;s projective morphisms local on the target?,332,7,0,False,Elle Najt,"Feb 23, 2016 at 1:28"
unanswered,1664797,Conditions under which the damped Newton method is globally convergent?,701,7,0,False,jonem,"Feb 23, 2016 at 23:56"
unanswered,1660239,Lie-group existence on universal covering manifold,180,7,0,False,Alex Ortiz,"Jul 24, 2018 at 20:39"
unanswered,1658199,A conjecture on Schatten 1-norm,409,7,0,False,Ben Grossmann,"Feb 19, 2016 at 21:48"
unanswered,1656014,Computing the de Rham Cohomology of $\mathbb{S}^2$ using Cech Cohomology,156,7,0,False,b00n heT,"Feb 14, 2016 at 22:45"
unanswered,1650629,What are types of coalgebras that are more naturally described by cooperads?,222,7,0,False,Najib Idrissi,"May 25, 2016 at 13:53"
unanswered,1649378,Finding the chern classes of line bundles over projective space using homotopy classes of clutching functions,536,7,0,False,R Mary,"Feb 10, 2016 at 17:44"
unanswered,1645696,Why is the symbol for the exterior product a meet rather than a join?,409,7,0,False,,"Mar 22, 2016 at 19:31"
unanswered,1639640,Where does the series of real Mandelbrot lobes end?,772,7,0,False,Daniel Widdowson,"Apr 21, 2018 at 3:45"
unanswered,1634849,Inverse (finite group) isomorphism of a certain form exists,374,7,1,False,Steven Alexis Gregory,"Jun 12, 2016 at 17:01"
unanswered,1633641,Relationship between intuitionistic logic and infinite dimensional vector spaces.,131,7,0,False,,"Jan 30, 2016 at 20:58"
unanswered,1632858,Can a Banach measure be consistent with Friedman&#39;s Fubini-type theorem for non-measurable functions?,193,7,0,False,Asaf Karagila,"Jan 30, 2016 at 16:12"
unanswered,1619456,"Prove for any postive $k$,such $2^m-2^n|k^m-k^n$",434,7,1,False,Sil,"Mar 23, 2019 at 18:15"
unanswered,1612708,Computing one-sided inverse of a matrix over some finite field,886,7,0,False,Sadeq Dousti,"Jan 20, 2016 at 0:46"
unanswered,1609580,Approximation theory in Lp spaces (Reference Needed),227,7,0,False,Boby,"Jan 12, 2016 at 17:08"
unanswered,1609170,Geometry of the zeros of a power series.,136,7,0,False,Neves,"Jan 12, 2016 at 21:39"
unanswered,1604850,A subspace is invariant by the Lie group if it is invariant by the Lie algebra,486,7,0,False,pritam,"Jan 9, 2016 at 11:55"
unanswered,1601523,$X \times \mathbf{A}^1$ is regular in codimension 1,467,7,0,False,Future,"Jan 6, 2016 at 0:32"
unanswered,1600283,Analytic function with a non-essential singularity at $\infty$ reduces to a polynomial.,2225,7,0,False,Michael Hardy,"Jan 5, 2016 at 0:19"
unanswered,1594435,A combinatoric $gcd$ problem,488,7,0,False,Matan,"Jan 5, 2016 at 17:45"
unanswered,1593705,Who is &quot;R. Drabek&quot;?,1351,7,0,False,Kamil Jarosz,"Dec 30, 2015 at 10:24"
unanswered,1591250,Separable Differential Equation (Check Answer),201,7,0,False,,"Jul 7, 2017 at 17:28"
unanswered,1589666,How to proof $C_0^\infty(\mathbb{R}^n)$ is dense in $H^s(\mathbb{R}^n)$ by using mollifier,253,7,0,False,user288972,"Apr 22, 2016 at 14:13"
unanswered,1587387,Historical notes on the Jordan-H&#246;lder program,903,7,0,False,Henrique Augusto Souza,"Dec 24, 2015 at 2:46"
unanswered,1586699,"Prove: $\frac{p}{2\pi}\int_{-\infty}^{+\infty}\frac{\sin xt}{t\cdot \sin\frac12pt}\sin([\frac xp]+\frac12) pt \, \mathrm dt=\cdots$",306,7,0,False,Michael Hardy,"Aug 14, 2017 at 19:07"
unanswered,1583504,Absolute convergence in Banach space,561,7,0,False,mkk030572,"Dec 28, 2015 at 5:41"
unanswered,1583114,Examples of toposes in which the Axiom of Determinacy holds.,269,7,0,False,Shaun,"Jan 25, 2020 at 15:10"
unanswered,1574925,How does one read $\bar{A}$ aloud in Russian?,236,7,0,False,Rodrigo de Azevedo,"Apr 13, 2020 at 6:45"
unanswered,1571761,Calculation of $\int_{0}^1 \frac{\sin(\ln^4(1-x))}{x}~dx$,228,7,0,False,Chris Culter,"Dec 12, 2015 at 10:08"
unanswered,1569481,Implementation of a simulation of an incompressible Newtonian fluid with uniform density,176,7,0,False,0xbadf00d,"Dec 13, 2015 at 12:13"
unanswered,1563311,First cohomology with coefficients in local system,576,7,1,False,Poptart_man,"Jul 9, 2019 at 2:28"
unanswered,1560366,Vanishing of Tor sheaf on a union of subschemes with vanishing Tor.,299,7,0,False,Seth,"Dec 5, 2015 at 1:41"
unanswered,1560229,Can we express the roots of all polynomials in terms of roots of some special polynomials?,213,7,0,False,,"Dec 4, 2015 at 21:05"
unanswered,1554699,Proving that the circumcenters are concyclic.,132,7,0,False,user10354138,"Jun 17, 2019 at 10:41"
unanswered,1549239,Galois&#39; theory: fixed subfield formula.,234,7,0,False,C. Falcon,"Nov 28, 2015 at 13:30"
unanswered,1539072,Uniform convergence of Empirical Moment Generating Function,955,7,0,False,Rodrigo Zepeda,"Dec 3, 2015 at 17:06"
unanswered,1534870,Limit of $L_p$ norm as $ p \rightarrow 0$,693,7,0,False,,"Nov 18, 2015 at 8:05"
unanswered,1533904,Generating function for the number of surjections,434,7,1,False,vonbrand,"Feb 2, 2020 at 22:52"
unanswered,1531019,The study of the properties of the solution of Heat equation.,362,7,0,False,spatially,"Nov 22, 2015 at 18:45"
unanswered,1525760,What natural monoidal structure and braiding exists on the category of modules of the convolution algebra of an action groupoid?,131,7,0,False,Turion,"Oct 30, 2017 at 16:35"
unanswered,1523143,Analogies between finite groups and Lie groups,417,7,0,False,anon,"Nov 10, 2015 at 21:37"
unanswered,1521309,Immersed subgroup of a Lie group is a Lie group?,821,7,0,False,Kajelad,"Jul 29, 2020 at 14:01"
unanswered,1506616,How to deal with adjoint functor pairs?,212,7,0,False,MANI,"Nov 23, 2019 at 11:34"
unanswered,1501306,sum of the Series $\sum^{n}_{r=0}(-1)^r\binom{n}{r}\left[\frac{1}{2^r}+\frac{3^r}{2^{2r}}+\frac{7^r}{2^{3r}}+........\bf{m\; terms}\right]$,105,7,0,False,juantheron,"Oct 28, 2015 at 4:29"
unanswered,1499384,Littlewood-Paley theorem at endpoints,232,7,0,False,Xiao,"Dec 14, 2016 at 22:30"
unanswered,1496755,Radical of an infinite dimensional Lie Algebra,730,7,0,False,user26857,"Oct 25, 2015 at 14:37"
